File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF354MPR	bigWig	fold change over control	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF232FPZ, ENCFF624TPS, ENCFF788INU	256973131	ENCODE Processing Pipeline	c2645626bc9ba234b3f3fd00b30af554		https://www.encodeproject.org/files/ENCFF354MPR/@@download/ENCFF354MPR.bigWig	hg19				released	s3://encode-public/2017/03/08/e2d7d9fe-f03f-46de-aebb-d6c58a228b21/ENCFF354MPR.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF068UAA	bed narrowPeak	peaks	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF232FPZ, ENCFF624TPS, ENCFF788INU	1110825	ENCODE Processing Pipeline	2f4a7a4afb63306dc454c9114f190936		https://www.encodeproject.org/files/ENCFF068UAA/@@download/ENCFF068UAA.bed.gz	hg19				released	s3://encode-public/2017/03/08/6a6a4097-fad1-4025-b2fa-2b7ddbe9e275/ENCFF068UAA.bed.gz	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF379MHF	bigWig	signal p-value	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF232FPZ, ENCFF624TPS, ENCFF788INU	266403331	ENCODE Processing Pipeline	2c8fefbcfa1ab8715db2daffe5ddf83d		https://www.encodeproject.org/files/ENCFF379MHF/@@download/ENCFF379MHF.bigWig	hg19				released	s3://encode-public/2017/03/08/45fecc5b-169c-4904-b33f-da6e41f1bb91/ENCFF379MHF.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF351WPV	bigWig	signal p-value	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF232FPZ, ENCFF475CKB, ENCFF624TPS, ENCFF788INU	253844846	ENCODE Processing Pipeline	ea4e499aab6e70744b1e419647cf4d84		https://www.encodeproject.org/files/ENCFF351WPV/@@download/ENCFF351WPV.bigWig	hg19				released	s3://encode-public/2017/03/08/eaeeb71d-c0f8-489d-b674-935fef2d0541/ENCFF351WPV.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF895VIN	bigWig	fold change over control	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF475CKB, ENCFF624TPS	556381808	ENCODE Processing Pipeline	8837daf67d6740f4e6847f434ddeef8f		https://www.encodeproject.org/files/ENCFF895VIN/@@download/ENCFF895VIN.bigWig	hg19				released	s3://encode-public/2017/03/08/766f044c-7eac-4ace-a7fb-e4f08e2c2ea6/ENCFF895VIN.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF674XOM	bigWig	fold change over control	ENCSR000AKA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF232FPZ, ENCFF475CKB, ENCFF624TPS, ENCFF788INU	658269563	ENCODE Processing Pipeline	f797435d7a2b792a4b3e042891e64bf1		https://www.encodeproject.org/files/ENCFF674XOM/@@download/ENCFF674XOM.bigWig	hg19				released	s3://encode-public/2017/03/08/ede1fb40-2530-4d6a-8478-8875d62a5028/ENCFF674XOM.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF000ARR	bam	alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF000ASC	909432292	Bradley Bernstein, Broad	682fb3ab3a3721f8f6589791159f119e		https://www.encodeproject.org/files/ENCFF000ARR/@@download/ENCFF000ARR.bam	hg19				archived	s3://encode-public/2010/11/16/250ff416-9346-481f-922d-d09cc3944966/ENCFF000ARR.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF000ARS	bam	alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF000ASD	694642967	Bradley Bernstein, Broad	371bb53d4468fed58efe0af367c344ff		https://www.encodeproject.org/files/ENCFF000ARS/@@download/ENCFF000ARS.bam	hg19				archived	s3://encode-public/2010/11/16/5aa10007-36f3-4dbf-907e-e3c3fc2b7bed/ENCFF000ARS.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF000ART	bigBed broadPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF001SUD	2378385	Bradley Bernstein, Broad	48a4e149d6a0f6c16ca165c3fef1a8f6		https://www.encodeproject.org/files/ENCFF000ART/@@download/ENCFF000ART.bigBed	hg19				archived	s3://encode-public/2010/11/16/54861845-ec7e-4cda-93eb-e178bbfe8eea/ENCFF000ART.broadPeak.bigbed	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF000ARW	bigWig	signal	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE												637556191	Bradley Bernstein, Broad	526055d890a1383677bb6c36d8778d3a		https://www.encodeproject.org/files/ENCFF000ARW/@@download/ENCFF000ARW.bigWig	hg19				archived	s3://encode-public/2010/11/16/87d72877-ea4c-49b3-9946-f0cecd37b447/ENCFF000ARW.bigWig	low read length, low read depth, control low read depth	missing derived_from	control insufficient read depth	
ENCFF000ASC	fastq	reads	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1	1	36		single-ended				1010222213	Bradley Bernstein, Broad	d59471be71e4bd68edc14746857edc84		https://www.encodeproject.org/files/ENCFF000ASC/@@download/ENCFF000ASC.fastq.gz			Illumina Genome Analyzer IIx	/files/ENCFF000ARK/	released	s3://encode-public/2010/11/16/86ac3574-78b4-4f56-b507-74ca1a15f716/ENCFF000ASC.fastq.gz	low read length, low read depth, inconsistent control read length, control low read depth		control insufficient read depth	
ENCFF000ASD	fastq	reads	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2	1	36		single-ended				781506446	Bradley Bernstein, Broad	e42094756a68b788791e6a87914d04e7		https://www.encodeproject.org/files/ENCFF000ASD/@@download/ENCFF000ASD.fastq.gz			Illumina Genome Analyzer IIx	/files/ENCFF000ARO/	released	s3://encode-public/2010/11/16/6105794a-b4fb-4917-83de-f900276fbf30/ENCFF000ASD.fastq.gz	low read length, low read depth, inconsistent control read length, control low read depth		control insufficient read depth	
ENCFF001SUD	bed broadPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE												1535763	Bradley Bernstein, Broad	79bad6386e92ff8f6bc9278445ec6a8c		https://www.encodeproject.org/files/ENCFF001SUD/@@download/ENCFF001SUD.bed.gz	hg19				archived	s3://encode-public/2010/11/16/3dc0dcdc-affc-40a4-ae94-76a218f8a341/ENCFF001SUD.broadPeak.gz	low read length, low read depth, control low read depth	missing derived_from	control insufficient read depth	
ENCFF929VPV	bam	unfiltered alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000ASC, ENCFF807MUK	1255492800	ENCODE Processing Pipeline	a2a233c23ed0bd06b68d2a61a97a4023		https://www.encodeproject.org/files/ENCFF929VPV/@@download/ENCFF929VPV.bam	hg19				released	s3://encode-public/2016/11/05/5ac9c509-fba9-48d4-a533-11475196af0d/ENCFF929VPV.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF901PZR	bam	unfiltered alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000ASD, ENCFF807MUK	967495954	ENCODE Processing Pipeline	aa9240851582b2d6f3415f567c43e35b		https://www.encodeproject.org/files/ENCFF901PZR/@@download/ENCFF901PZR.bam	hg19				released	s3://encode-public/2016/11/05/0e523e09-036b-45d3-a46f-a80f918b33b1/ENCFF901PZR.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF410BYN	bam	alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000ASC, ENCFF807MUK	817867864	ENCODE Processing Pipeline	1a841944ca93d9830259ccc4e30782e2		https://www.encodeproject.org/files/ENCFF410BYN/@@download/ENCFF410BYN.bam	hg19				released	s3://encode-public/2016/11/05/e3b5910f-cfd0-4809-91f1-9ef48e9959a9/ENCFF410BYN.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF554BEM	bam	alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000ASD, ENCFF807MUK	604903047	ENCODE Processing Pipeline	c01ae47c2e8940970c0505d66eb9bd83		https://www.encodeproject.org/files/ENCFF554BEM/@@download/ENCFF554BEM.bam	hg19				released	s3://encode-public/2016/11/05/078b881f-be60-47bc-9cdd-829eaeb727e0/ENCFF554BEM.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF125DCJ	bam	unfiltered alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000ASD, ENCFF643CGH	968868310	ENCODE Processing Pipeline	10e10b277535c4f4791c9886f552fce4		https://www.encodeproject.org/files/ENCFF125DCJ/@@download/ENCFF125DCJ.bam	GRCh38				released	s3://encode-public/2016/11/05/818c916b-66d5-41f4-bb4d-f720f02c187e/ENCFF125DCJ.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF296GGQ	bam	unfiltered alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000ASC, ENCFF643CGH	1258051419	ENCODE Processing Pipeline	8b0c4ea02c805e458f06ffa6a2107e93		https://www.encodeproject.org/files/ENCFF296GGQ/@@download/ENCFF296GGQ.bam	GRCh38				released	s3://encode-public/2016/11/05/73721bb9-a9da-4b3a-a03e-c00231adf049/ENCFF296GGQ.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF848PUT	bam	alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000ASD, ENCFF643CGH	606028788	ENCODE Processing Pipeline	8258743701dc381508c0564b99249b1f		https://www.encodeproject.org/files/ENCFF848PUT/@@download/ENCFF848PUT.bam	GRCh38				released	s3://encode-public/2016/11/05/0afa6626-481a-471a-95d4-e00d63f87b80/ENCFF848PUT.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF762TRA	bam	alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000ASC, ENCFF643CGH	819316334	ENCODE Processing Pipeline	201553807146f862f066481791d0c3e4		https://www.encodeproject.org/files/ENCFF762TRA/@@download/ENCFF762TRA.bam	GRCh38				released	s3://encode-public/2016/11/05/e7d7992c-3058-41fa-bf03-f13aca483efa/ENCFF762TRA.bam	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF390NEJ	bigWig	fold change over control	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF610VDS	459193814	Anshul Kundaje, Stanford	1a916ca7868b98cb4eb2af16f48b2544		https://www.encodeproject.org/files/ENCFF390NEJ/@@download/ENCFF390NEJ.bigWig	hg19				archived	s3://encode-public/2016/08/18/361d771a-63c2-4865-8433-796758f40196/ENCFF390NEJ.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF639QRK	bigWig	signal p-value	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF610VDS	340905010	Anshul Kundaje, Stanford	dc0c698ed5c005af08f264390f3f8786		https://www.encodeproject.org/files/ENCFF639QRK/@@download/ENCFF639QRK.bigWig	hg19				archived	s3://encode-public/2016/08/18/96056074-2b63-4367-bb6f-7312a89db6fd/ENCFF639QRK.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF610VDS	tagAlign	alignments	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE												192704550	Anshul Kundaje, Stanford	e4cce4476c084c73949044d53d603037		https://www.encodeproject.org/files/ENCFF610VDS/@@download/ENCFF610VDS.tagAlign.gz	hg19				archived	s3://encode-public/2016/07/19/8d7f8ddf-b079-4b3c-9d1d-5a1198787f9f/ENCFF610VDS.tagAlign.gz	low read length, low read depth, control low read depth	missing derived_from	control insufficient read depth	
ENCFF060EWN	bed narrowPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF762TRA, ENCFF797ARJ, ENCFF848PUT, ENCFF873ZWP	1258079	ENCODE Processing Pipeline	9e9c53c5d41fa403f83c9c2ab913817c		https://www.encodeproject.org/files/ENCFF060EWN/@@download/ENCFF060EWN.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/8524df30-5b69-4e09-8a26-b176a236046d/ENCFF060EWN.bed.gz	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF138KJE	bed narrowPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF232FPZ, ENCFF410BYN, ENCFF554BEM, ENCFF624TPS	1253682	ENCODE Processing Pipeline	7598575f61da2dd30c7a38b6b88e9bf6		https://www.encodeproject.org/files/ENCFF138KJE/@@download/ENCFF138KJE.bed.gz	hg19				released	s3://encode-public/2017/01/11/635480c2-5d03-43ef-a8d7-0e8423d8df2f/ENCFF138KJE.bed.gz	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF830FKR	bigWig	signal p-value	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF232FPZ, ENCFF410BYN, ENCFF624TPS	258938137	ENCODE Processing Pipeline	1db989976db36f91b7d887d92e0820cd		https://www.encodeproject.org/files/ENCFF830FKR/@@download/ENCFF830FKR.bigWig	hg19				released	s3://encode-public/2017/01/11/00eb6227-c8e5-445b-bf1a-f18293d894d6/ENCFF830FKR.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF744DZN	bed narrowPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF762TRA, ENCFF797ARJ, ENCFF873ZWP	1216101	ENCODE Processing Pipeline	3e167f853b312806e14cae25125b1504		https://www.encodeproject.org/files/ENCFF744DZN/@@download/ENCFF744DZN.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/39646f60-8704-45a5-899a-5a7d08f51be2/ENCFF744DZN.bed.gz	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF750GAP	bed narrowPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF848PUT, ENCFF873ZWP	1027021	ENCODE Processing Pipeline	70264cae6f7cfdcb0de21fd4054f4e84		https://www.encodeproject.org/files/ENCFF750GAP/@@download/ENCFF750GAP.bed.gz	GRCh38				released	s3://encode-public/2017/01/11/3a434992-1dfd-43ec-b7b2-cee15ed490c1/ENCFF750GAP.bed.gz	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF717CXA	bigBed narrowPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF744DZN	3819764	ENCODE Processing Pipeline	9b5aa7423418881c3009cff7e6e1e0b4		https://www.encodeproject.org/files/ENCFF717CXA/@@download/ENCFF717CXA.bigBed	GRCh38				released	s3://encode-public/2017/01/11/df958fe5-a153-49ad-a674-3bcd80ab822e/ENCFF717CXA.bigBed	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF916LRE	bigBed narrowPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF750GAP	2626804	ENCODE Processing Pipeline	d7561d5da7aefa64cdac9a5ff439b506		https://www.encodeproject.org/files/ENCFF916LRE/@@download/ENCFF916LRE.bigBed	GRCh38				released	s3://encode-public/2017/01/11/c5f00409-c92f-4b39-a35d-769850e36ac0/ENCFF916LRE.bigBed	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF824UUO	bigWig	signal p-value	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF762TRA, ENCFF797ARJ, ENCFF873ZWP	259308461	ENCODE Processing Pipeline	d641096499c453f67c76f2b0255b0eb7		https://www.encodeproject.org/files/ENCFF824UUO/@@download/ENCFF824UUO.bigWig	GRCh38				released	s3://encode-public/2017/01/11/741e7621-327e-480e-95d3-2bc8974ed674/ENCFF824UUO.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF344DAY	bigWig	signal p-value	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF848PUT, ENCFF873ZWP	126836415	ENCODE Processing Pipeline	ac7fd44872cb48a315ec53141623f5a2		https://www.encodeproject.org/files/ENCFF344DAY/@@download/ENCFF344DAY.bigWig	GRCh38				released	s3://encode-public/2017/01/11/c28f4b37-6549-47eb-b059-ea5c7e06ce84/ENCFF344DAY.bigWig	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF179JBC	bed narrowPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF232FPZ, ENCFF410BYN, ENCFF624TPS	1244873	ENCODE Processing Pipeline	56f4cd0cbe7e69cca4a7feb0e9bad036		https://www.encodeproject.org/files/ENCFF179JBC/@@download/ENCFF179JBC.bed.gz	hg19				released	s3://encode-public/2017/01/11/17d9f1ca-a390-4634-862a-ccc1d6103a88/ENCFF179JBC.bed.gz	low read length, low read depth, control low read depth		control insufficient read depth	
ENCFF941ROF	bigBed narrowPeak	peaks	ENCSR000AOV	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H2AFZ-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF060EWN	3899140	ENCODE Processing Pipeline	3cf3015143043f9856353558a37fbaaf		https://www.encodeproject.org/files/ENCFF941ROF/@@download/ENCFF941ROF.bigBed	GRCh38				released	s3://encode-public/2017/01/11/d4eacd6e-841e-4a7f-8951-de73675f9ce1/ENCFF941ROF.bigBed	low read length, low read depth, control low read depth		control insufficient read depth	
